transaction_date,trade_date,ticker,company_name,owner_name,Title,transaction_type,last_price,Qty,shares_held,Owned,Value,stock_value,30_days_later
2022-02-18 16:31:17,2022-02-16,GS,Goldman Sachs Group Inc,Stein Laurence,Chief Administrative Officer,S - Sale,356.56,"-3,831","27,710",-12%,"-$1,365,992",0.0,0.0
2022-02-18 18:24:13,2022-02-16,ZANDZ,"Zillow Group, Inc.",Parker Allen,CFO,S - Sale,62.95,"-2,017","48,515",-4%,"-$126,962",0.0,0.0
2022-02-14 18:30:42,2022-02-11,CDW,Cdw Corp,Leahy Christine A,See Remarks,P - Purchase,180.96,"+2,762","41,496",+7%,"+$499,812",0.0,0.0
2022-02-24 17:45:26,2022-02-22,AON,Aon Plc,Neller Michael,Principal Accounting Officer,S - Sale,285.0,"-1,250","5,464",-19%,"-$356,250",0.0,0.0
2022-02-16 19:56:41,2022-02-14,POWI,Power Integrations Inc,Barsan Radu,"VP of Technology, Engineering",S - Sale,84.28,"-4,782","63,705",-7%,"-$403,028",0.0,0.0
2022-02-28 16:17:44,2022-02-25,ITRI,"Itron, Inc.",Deitrich Thomas,"Pres, CEO",S - Sale,54.15,"-2,008","174,602",-1%,"-$108,733",0.0,0.0
2022-02-17 20:50:29,2022-02-17,IRTC,"Irhythm Technologies, Inc.",Wilson Daniel G.,"EVP, Strategy Corp Dev Inv Rel",S - Sale,120.99,"-2,652","42,360",-6%,"-$320,877",0.0,0.0
2022-02-28 13:45:11,2022-02-24,SAFT,Safety Insurance Group Inc,Berry James,VP - Underwriting,S - Sale,81.96,"-1,898","27,316",-6%,"-$155,569",0.0,0.0
2022-02-24 14:09:53,2022-02-22,PGR,Progressive Corp/oh/,Callahan Patrick K,Personal Lines Pres,S - Sale,106.82,"-3,230","16,381",-16%,"-$345,029",0.0,0.0
2022-02-23 19:45:47,2022-02-23,GDDY,Godaddy Inc.,Bhutani Amanpal Singh,CEO,S - Sale,80.68,"-9,254","167,405",-5%,"-$746,573",0.0,0.0
2022-02-14 18:31:30,2022-02-11,CDW,Cdw Corp,Miralles Albert Joseph Jr,See Remarks,P - Purchase,181.96,"+1,650","16,126",+11%,"+$300,234",0.0,0.0
2022-02-03 19:39:39,2022-02-01,BA,Boeing Co,Mollenkopf Steven M,Dir,P - Purchase,208.39,+480,"1,632",+42%,"+$100,027",0.0,0.0
2022-02-28 16:12:50,2022-02-24,FTNT,"Fortinet, Inc.",Jensen Keith,"CFO, Chief Accounting Officer",S - Sale,316.36,"-3,127",883,-78%,"-$989,248",0.0,0.0
2022-02-25 20:12:39,2022-02-25,MATX,"Matson, Inc.",Dreyfus Branton B,"SVP, Alaska",S - Sale,108.21,"-5,000","15,291",-25%,"-$541,051",0.0,0.0
2022-02-28 16:21:18,2022-02-25,ETR,Entergy Corp /de/,Hinnenkamp Paul D,"EVP, COO",S - Sale,105.4,"-5,000","30,757",-14%,"-$527,000",0.0,0.0
2022-02-17 17:55:12,2022-02-15,AON,Aon Plc,Davies Christa,CFO,S - Sale,283.95,-666,"199,571",0%,"-$189,111",0.0,0.0
2022-02-09 11:39:21,2022-02-08,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1063.47,+20,"375,632",0%,"+$21,269",0.0,0.0
2022-02-04 17:04:58,2022-02-03,ACN,Accenture Plc,Sweet Julie Spellman,"Chair, CEO",S - Sale,348.72,"-3,742","22,746",-14%,"-$1,304,913",0.0,0.0
2022-02-11 12:21:41,2022-02-10,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1076.19,+20,"374,300",0%,"+$21,524",0.0,0.0
2022-02-17 09:13:24,2022-02-16,CW,Curtiss Wright Corp,Ferdenzi Paul J,"VP, Corp. Sec.",S - Sale,137.25,-962,"19,018",-5%,"-$132,035",0.0,0.0
2022-02-15 17:04:07,2022-02-11,CTVA,"Corteva, Inc.",Magro Charles V.,CEO,P - Purchase,51.14,"+50,000","50,000",New,"+$2,556,763",0.0,0.0
2022-02-23 11:49:56,2022-02-22,PM,Philip Morris International Inc.,De Wilde Frederic,"Pres, European Union Region",S - Sale,108.49,"-29,941","178,160",-14%,"-$3,248,338",0.0,0.0
2022-02-07 18:30:37,2022-02-03,AAPL,Apple Inc.,Adams Katherine L.,"SVP, GC, Secretary",S - Sale,174.78,"-25,000","419,715",-6%,"-$4,369,548",0.0,0.0
2022-02-22 16:35:26,2022-02-18,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale,79.28,"-6,306","69,057",-8%,"-$499,913",0.0,0.0
2022-02-28 16:17:36,2022-02-24,SPSC,Sps Commerce Inc,Frome James J.,"Pres, COO",S - Sale,124.34,"-7,405","52,569",-12%,"-$920,698",0.0,0.0
2022-02-28 18:37:47,2022-02-24,NSIT,Insight Enterprises Inc,"Valueact Holdings, L.P.","See Remarks, 10%",P - Purchase,102.53,"+87,302","3,543,143",+3%,"+$8,950,621",0.0,0.0
2022-02-24 10:49:35,2022-02-23,MTH,Meritage Homes Corp,Szubinski Clinton,EVP - COO,S - Sale,90.31,-430,"15,049",-3%,"-$38,833",0.0,0.0
2022-02-18 15:54:31,2022-02-17,PM,Philip Morris International Inc.,Olczak Jacek,CEO,S - Sale,111.31,"-40,000","326,907",-11%,"-$4,452,308",0.0,0.0
2022-02-09 18:13:15,2022-02-07,AMP,Ameriprise Financial Inc,Berman Walter Stanley,"EVP, CFO",S - Sale,315.88,"-12,000","19,808",-38%,"-$3,790,590",0.0,0.0
2022-02-11 16:19:36,2022-02-09,ARE,"Alexandria Real Estate Equities, Inc.",Nemeth Terezia C,EVP - Regional Market Dir,S - Sale,189.84,"-2,500","31,515",-7%,"-$474,600",0.0,0.0
2022-02-16 19:56:28,2022-02-14,POWI,Power Integrations Inc,Matthews David Mh,VP of Product Development,S - Sale,84.28,"-4,256","114,179",-4%,"-$358,714",0.0,0.0
2022-02-08 17:10:00,2022-02-07,WGO,Winnebago Industries Inc,West Christopher David,SVP-Operations,S - Sale,66.34,-316,"22,389",-1%,"-$20,963",0.0,0.0
2022-02-16 19:57:22,2022-02-14,POWI,Power Integrations Inc,Nayyar Sandeep,CFO,S - Sale,84.53,"-5,436","82,015",-6%,"-$459,522",0.0,0.0
2022-02-09 18:16:05,2022-02-08,MSFT,Microsoft Corp,Smith Bradford L,"Pres, Vice Chair",S - Sale,304.64,"-27,860","622,460",-4%,"-$8,487,170",0.0,0.0
2022-02-16 16:15:57,2022-02-14,PCH,Potlatchdeltic Corp,Wasechek Wayne,Controller,S - Sale,53.88,"-2,917","10,044",-23%,"-$157,165",0.0,0.0
2022-02-08 15:11:12,2022-02-08,LKFN,Lakeland Financial Corp,Ottinger Eric H,EVP,S - Sale,82.5,"-1,488","32,542",-4%,"-$122,760",0.0,0.0
2022-02-02 12:21:07,2022-02-01,WAL,Western Alliance Bancorporation,Gibbons Dale,"Vice COB, CFO",P - Purchase,99.68,"+5,000","237,945",+2%,"+$498,400",0.0,0.0
2022-02-07 18:06:42,2022-02-04,PEG,Public Service Enterprise Group Inc,Chernick Rose M,"VP, Controller",S - Sale,66.56,-200,"30,616",-1%,"-$13,312",0.0,0.0
2022-02-28 20:41:22,2022-02-24,FTV,Fortive Corp,Walker Stacey A.,SVP - HR,S - Sale,61.42,"-1,788","29,698",-6%,"-$109,819",0.0,0.0
2022-02-07 21:50:08,2022-02-04,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2833.89,"-7,790","19,616,935",0%,"-$22,075,972",0.0,0.0
2022-02-16 08:27:26,2022-02-15,AMG,"Affiliated Managers Group, Inc.",Jeffery Reuben III,Dir,P - Purchase,143.96,"+3,500","26,702",+15%,"+$503,860",0.0,0.0
2022-02-07 09:31:08,2022-02-04,PGR,Progressive Corp/oh/,Broz Steven,CIO,S - Sale,109.49,"-1,068","34,524",-3%,"-$116,935",0.0,0.0
2022-02-03 21:27:58,2022-02-01,ANET,"Arista Networks, Inc.",Giancarlo Charles H,Dir,S - Sale,122.62,"-6,660","187,682",-3%,"-$816,651",0.0,0.0
2022-02-01 17:23:42,2022-01-31,CRM,"Salesforce.Com, Inc.",Hyder Brent,"Pres, Chief People Officer",S - Sale,225.0,-186,"2,005",-8%,"-$41,850",0.0,0.0
2022-02-10 16:49:16,2022-02-09,ICE,"Intercontinental Exchange, Inc.",Crisp Charles R,Dir,S - Sale,129.7,"-3,127","45,475",-6%,"-$405,581",0.0,0.0
2022-02-25 16:43:27,2022-02-23,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale,142.07,"-19,000","21,739,787",0%,"-$2,699,400",0.0,0.0
2022-02-07 17:55:39,2022-02-03,PYPL,"Paypal Holdings, Inc.",Schulman Daniel H,"Pres, CEO",P - Purchase,124.57,"+7,994","196,544",+4%,"+$995,842",0.0,0.0
2022-02-24 16:41:52,2022-02-23,VRSN,Verisign Inc/ca,Tomlinson Timothy,Dir,S - Sale,207.31,-293,"15,000",-2%,"-$60,742",0.0,0.0
2022-02-10 16:42:15,2022-02-08,EVR,Evercore Inc.,Pensa Paul,"Contr., Principal Acct.Officer",S - Sale,129.25,"-1,197","5,354",-18%,"-$154,711",0.0,0.0
2022-02-24 10:55:44,2022-02-22,PRU,Prudential Financial Inc,Sullivan Andrew F,EVP,S - Sale,113.35,"-2,951","13,786",-18%,"-$334,496",0.0,0.0
2022-02-22 17:21:47,2022-02-18,RE,Everest Re Group Ltd,Galtney William F Jr,Dir,S - Sale,305.67,"-3,278","37,606",-8%,"-$1,001,974",0.0,0.0
2022-02-22 17:12:52,2022-02-22,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,85.93,"-156,860","112,739,233",0%,"-$13,478,956",0.0,0.0
2022-02-24 20:32:35,2022-02-23,FTV,Fortive Corp,Mulhall Christopher M.,VP - Chief Accounting Officer,S - Sale,63.87,-307,"16,989",-2%,"-$19,608",0.0,0.0
2022-02-25 18:01:58,2022-02-24,WMT,Walmart Inc.,McMillon C Douglas,"Pres, CEO",S - Sale,134.78,"-9,708","1,780,754",-1%,"-$1,308,397",0.0,0.0
2022-02-17 16:59:27,2022-02-16,AFL,Aflac Inc,Kirsch Eric M,EVP,S - Sale,64.36,"-18,750","196,121",-9%,"-$1,206,675",0.0,0.0
2022-02-16 19:11:59,2022-02-15,SON,Sonoco Products Co,Cummings Harold G III,"Staff VP,Treasurer",P - Purchase,56.45,"+2,200","5,850",+60%,"+$124,187",0.0,0.0
2022-02-09 16:14:14,2022-02-07,MS,Morgan Stanley,Hotsuki Keishi,Chief Risk Officer,S - Sale,105.0,"-24,500","270,986",-8%,"-$2,572,500",0.0,0.0
2022-02-03 17:51:11,2022-02-01,CG,Carlyle Group Inc.,Finn Christopher,COO,S - Sale,52.25,"-10,956","1,055,354",-1%,"-$572,451",0.0,0.0
2022-02-02 17:13:32,2022-02-01,PTC,Ptc Inc.,Von Staats Aaron C,"EVP, GC, Secretary",S - Sale,116.27,"-3,741","44,898",-8%,"-$434,970",0.0,0.0
2022-02-25 18:19:26,2022-02-23,PCOR,"Procore Technologies, Inc.",Fleming William Fred Jr,"SVP, Corporate Controller",S - Sale,61.38,"-1,389","49,303",-3%,"-$85,257",0.0,0.0
2022-02-09 11:18:18,2022-02-08,LKFN,Lakeland Financial Corp,Ross Steven D,Dir,S - Sale,82.0,"-2,300","27,501",-8%,"-$188,600",0.0,0.0
2022-02-04 21:32:54,2022-02-03,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2891.11,"-6,321","19,632,293",0%,"-$18,274,704",0.0,0.0
2022-02-17 15:42:46,2022-02-16,WM,Waste Management Inc,Hemmer Tara J.,"SVP, Chief Sustainability Off",S - Sale,141.73,"-1,080","48,427",-2%,"-$153,068",0.0,0.0
2022-02-03 17:54:19,2022-02-01,CG,Carlyle Group Inc.,Lee Kewsong,CEO,S - Sale,52.25,"-124,876","2,958,449",-4%,"-$6,524,771",0.0,0.0
2022-02-10 17:36:06,2022-02-09,NOW,"Servicenow, Inc.",Mastantuono Gina,CFO,S - Sale,598.85,-66,"3,196",-2%,"-$39,524",0.0,0.0
2022-02-28 12:43:25,2022-02-25,CMI,Cummins Inc,Herman Alexis M,Dir,S - Sale,204.08,-263,"32,932",-1%,"-$53,673",0.0,0.0
2022-02-04 16:38:40,2022-02-02,TER,"Teradyne, Inc",Mehta Sanjay,"VP, CFO",S - Sale,120.0,-420,"29,303",-1%,"-$50,400",0.0,0.0
2022-02-23 17:28:02,2022-02-18,ALK,"Alaska Air Group, Inc.",Tackett Shane R,"EVP, CFO",S - Sale,58.85,"-2,000","14,662",-12%,"-$117,690",0.0,0.0
2022-02-14 17:06:06,2022-02-10,DXCM,Dexcom Inc,Kahn Barbara,Dir,S - Sale,442.35,"-4,666","3,918",-54%,"-$2,064,014",0.0,0.0
2022-02-17 19:32:49,2022-02-15,IT,Gartner Inc,Dawkins Alwyn,"EVP, Global Business Sales",S - Sale,297.08,"-1,000","48,067",-2%,"-$297,080",0.0,0.0
2022-02-28 13:41:32,2022-02-23,SAFT,Safety Insurance Group Inc,Whitford Christopher Thomas,"VP, CFO, Secretary",S - Sale,80.37,-172,"15,691",-1%,"-$13,824",0.0,0.0
2022-02-03 16:35:02,2022-02-02,SWAV,"Shockwave Medical, Inc.",Zacharias Isaac,Chief Commercial Officer,S - Sale,153.63,"-1,617","80,127",-2%,"-$248,420",0.0,0.0
2022-02-22 17:02:56,2022-02-18,AIRC,Apartment Income Reit Corp.,Rayis John D,Dir,P - Purchase,51.44,+500,"6,912",+8%,"+$25,720",0.0,0.0
2022-02-28 11:42:48,2022-02-25,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1065.9,+30,"374,557",0%,"+$31,977",0.0,0.0
2022-02-23 11:32:31,2022-02-22,AEP,American Electric Power Co Inc,Hall Greg B,EVP,S - Sale,85.71,"-1,064","10,930",-9%,"-$91,195",0.0,0.0
2022-02-03 18:26:32,2022-02-01,CVNA,Carvana Co.,Taira Thomas,"Pres, Special Projects",S - Sale,164.78,-9,"28,887",0%,"-$1,483",0.0,0.0
2022-02-02 18:32:39,2022-02-02,ALGT,Allegiant Travel Co,Deangelo Scott Wayne,"EVP, CMO",S - Sale,174.29,-281,"11,535",-2%,"-$48,976",0.0,0.0
2022-02-25 18:19:54,2022-02-23,AON,Aon Plc,Andersen Eric,Pres,S - Sale,282.57,"-7,500","123,744",-6%,"-$2,119,282",0.0,0.0
2022-02-08 16:57:35,2022-02-04,PYPL,"Paypal Holdings, Inc.",Alford Peggy,"EVP, Global Sales",S - Sale,124.34,"-4,245","14,983",-22%,"-$527,823",0.0,0.0
2022-02-24 16:01:19,2022-02-22,ENTG,Entegris Inc,Sauer Michael,"VP, Controller, CAO",S - Sale,127.75,"-1,406","2,945",-32%,"-$179,617",0.0,0.0
2022-02-11 16:39:02,2022-02-10,ATKR,Atkore Inc.,Johnson David Paul,"VP, CFO",S - Sale,118.35,"-15,500","30,819",-33%,"-$1,834,388",0.0,0.0
2022-02-17 20:46:15,2022-02-17,IRTC,"Irhythm Technologies, Inc.",Day Mark J.,"EVP, Research, Development",S - Sale,121.0,"-4,062","49,223",-8%,"-$491,481",0.0,0.0
2022-02-25 16:46:02,2022-02-23,DOCS,"Doximity, Inc.",Kliman Gilbert H,Dir,S - Sale,56.17,"-30,000","449,960",-6%,"-$1,685,130",0.0,0.0
2022-02-17 17:01:51,2022-02-15,WEX,Wex Inc.,Rapkin Hilary A,GC,S - Sale,174.19,"-3,000","11,654",-20%,"-$522,570",0.0,0.0
2022-02-11 09:27:32,2022-02-10,WOLF,"Wolfspeed, Inc.",Le Duy Loan T,Dir,P - Purchase,100.04,"+1,000","21,540",+5%,"+$100,043",0.0,0.0
2022-02-24 19:57:32,2022-02-22,DASH,"Doordash, Inc.",Yandell Keith,Chief Business Officer,S - Sale,95.04,"-16,894","231,550",-7%,"-$1,605,550",0.0,0.0
2022-02-28 17:51:31,2022-02-25,EQIX,Equinix Inc,Morandi Brandi Galvin,"Chief Legal, HR Officer",S - Sale,701.49,-878,"21,575",-4%,"-$615,906",0.0,0.0
2022-02-17 18:37:24,2022-02-15,CRVL,Corvel Corp,Clemons V Gordon,COB,S - Sale,165.04,"-4,000","1,380,837",0%,"-$660,170",0.0,0.0
2022-02-10 16:38:11,2021-11-16,DUOL,"Duolingo, Inc.",Capitalg 2014 LP,10%,S - Sale,138.62,"-34,186","253,356",-12%,"-$4,738,773",0.0,0.0
2022-02-28 16:33:07,2022-02-25,SO,Southern Co,Womack Christopher C,"Pres, GPC",S - Sale,65.0,"-20,656","26,909",-43%,"-$1,342,640",0.0,0.0
2022-02-11 21:48:08,2022-02-10,CDLX,"Cardlytics, Inc.",Christiansen Andrew,CFO,S - Sale,70.0,-250,"12,355",-2%,"-$17,500",0.0,0.0
2022-02-08 16:55:23,2022-02-04,PYPL,"Paypal Holdings, Inc.",Yeary Frank D,Dir,P - Purchase,124.85,"+4,000","30,727",+15%,"+$499,400",0.0,0.0
2022-02-18 16:41:19,2022-02-17,ECL,Ecolab Inc.,Ettinger Jeffrey M,Dir,P - Purchase,179.39,"+5,000","18,943",+36%,"+$896,955",0.0,0.0
2022-02-23 21:55:29,2022-02-22,RS,Reliance Steel & Aluminum Co,Smith William A II,"SVP, GC, Corp Sec",S - Sale,175.75,"-17,580","18,250",-49%,"-$3,089,717",0.0,0.0
2022-02-03 16:29:28,2022-02-02,VRTX,Vertex Pharmaceuticals Inc / Ma,Wagner Charles F Jr,"EVP, CFO",S - Sale,250.07,"-2,944","57,435",-5%,"-$736,206",0.0,0.0
2022-02-25 12:05:52,2022-02-24,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1098.3,+29,"374,527",0%,"+$31,851",0.0,0.0
2022-02-03 15:30:28,2022-02-01,SEDG,"Solaredge Technologies, Inc.",Adest Meir,Chief Product Officer,S - Sale,240.2,"-8,569","217,083",-4%,"-$2,058,250",0.0,0.0
2022-02-18 16:32:00,2022-02-16,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale,149.22,"-19,000","21,762,787",0%,"-$2,835,100",0.0,0.0
2022-02-17 16:36:50,2022-02-15,VRSN,Verisign Inc/ca,Bidzos D James,"Exec. COB, CEO",S - Sale,213.6,"-6,000","726,998",-1%,"-$1,281,621",0.0,0.0
2022-02-16 18:10:33,2022-02-15,HLT,Hilton Worldwide Holdings Inc.,Schuyler Matthew W,See Remarks,S - Sale,157.71,"-3,000","259,953",-1%,"-$473,130",0.0,0.0
2022-02-16 17:17:54,2022-02-14,HLI,"Houlihan Lokey, Inc.",Zuber Paul Andrew,Dir,S - Sale,109.91,"-1,000","4,829",-17%,"-$109,910",0.0,0.0
2022-02-04 17:44:25,2022-02-02,POWI,Power Integrations Inc,Gupta Sunil,VP of Operations,S - Sale,80.81,-639,"34,852",-2%,"-$51,638",0.0,0.0
2022-02-23 21:20:03,2022-02-22,FTV,Fortive Corp,Mulhall Christopher M.,VP - Chief Accounting Officer,S - Sale,63.03,-714,"17,401",-4%,"-$45,003",0.0,0.0
2022-02-18 16:22:47,2022-02-16,OC,Owens Corning,Sandri Marcio A,"Pres, Composites",S - Sale,95.0,"-1,108","44,574",-2%,"-$105,260",0.0,0.0
2022-02-17 19:21:57,2022-02-15,DUOL,"Duolingo, Inc.",Glance Natalie,"SVP, Engineering",S - Sale,98.01,-543,"97,705",-1%,"-$53,221",0.0,0.0
2022-02-09 18:43:11,2022-02-08,INGR,Ingredion Inc,Bastos-Licht Valdirene,"SVP, Pres, APAC",S - Sale,86.3,-1,"7,785",0%,-$72,0.0,0.0
2022-02-16 19:04:24,2022-02-14,USNA,Usana Health Sciences Inc,Noot Walter,COO,S - Sale,90.84,"-3,849",0,-100%,"-$349,631",0.0,0.0
2022-02-02 17:38:55,2022-01-31,CASH,Meta Financial Group Inc,Kramer Michael Robert,Dir,S - Sale,60.0,"-5,000","37,650",-12%,"-$300,000",0.0,0.0
2022-02-15 13:07:30,2022-02-11,TSN,"Tyson Foods, Inc.",Bray David R.,Group Pres Poultry,S - Sale,98.2,"-3,972","11,649",-25%,"-$390,063",0.0,0.0
2022-02-03 16:19:15,2022-01-04,AZTA,"Azenta, Inc.",De Jesus Linda,"Chief Commercial Officer, LS",S - Sale,102.59,-191,"2,721",-7%,"-$19,595",0.0,0.0
2022-02-18 19:41:37,2022-02-17,SMAR,Smartsheet Inc,Barker Geoffrey T,Dir,S - Sale,59.74,"-3,375","353,506",-1%,"-$201,623",0.0,0.0
2022-02-14 17:43:38,2021-05-26,XPEL,"Xpel, Inc.",Adams Mark,Dir,S - Sale,81.77,"-101,726","2,707,396",-4%,"-$8,318,199",0.0,0.0
2022-02-15 19:08:52,2022-02-14,NET,"Cloudflare, Inc.",Sandell Scott D,Dir,S - Sale,105.89,"-6,622","420,367",-2%,"-$701,171",0.0,0.0
2022-02-18 17:30:06,2022-02-17,CROX,"Crocs, Inc.",Treff Douglas J,Dir,P - Purchase,91.44,"+8,100","87,005",+10%,"+$740,662",0.0,0.0
2022-02-09 16:41:19,2022-02-08,PYPL,"Paypal Holdings, Inc.",Dorman David W,Dir,P - Purchase,119.33,"+8,400","55,427",+18%,"+$1,002,372",0.0,0.0
2022-02-28 16:40:31,2022-02-25,CF,"Cf Industries Holdings, Inc.",Furbacher Stephen A,Dir,S - Sale,77.34,"-8,000","52,586",-13%,"-$618,732",0.0,0.0
2022-02-03 16:23:16,2022-02-01,DUK,Duke Energy Corp,Young Steven K,"EVP, CFO",S - Sale,104.55,-415,"107,257",0%,"-$43,388",0.0,0.0
2022-02-14 18:24:33,2022-02-10,LAD,Lithia Motors Inc,Miller Tina,SVP,S - Sale,315.0,-900,"7,151",-11%,"-$283,500",0.0,0.0
2022-02-17 16:32:50,2022-02-15,ONTO,Onto Innovation Inc.,Rhine Bruce C,Dir,S - Sale,89.78,"-61,055","3,500",-95%,"-$5,481,254",0.0,0.0
2022-02-18 19:10:33,2022-02-17,BLL,Ball Corp,Carey Nate C,"VP, Controller",S - Sale,91.9,"-8,563","10,740",-44%,"-$786,925",0.0,0.0
2022-02-22 08:35:03,2022-02-18,WAB,Westinghouse Air Brake Technologies Corp,Mastalerz John A Jr,"VP Fin., Corp. Controller, CAO",S - Sale,95.34,"-5,012","12,148",-29%,"-$477,844",0.0,0.0
2022-02-23 16:22:13,2022-02-18,ALL,Allstate Corp,Merten Jesse E,"President, Financial Products",S - Sale,124.73,"-7,450","17,299",-30%,"-$929,231",0.0,0.0
2022-02-15 16:43:39,2022-02-11,PFSI,"Pennymac Financial Services, Inc.",Nanji Farhad,Dir,P - Purchase,60.88,"+95,982","4,703,460",+2%,"+$5,843,238",0.0,0.0
2022-02-08 16:14:13,2022-02-08,LKFN,Lakeland Financial Corp,Leniski Stephanie R,SVP,S - Sale,82.68,-500,"3,853",-11%,"-$41,340",0.0,0.0
2022-02-03 16:40:28,2022-02-01,OSIS,Osi Systems Inc,Chopra Deepak,"Pres, CEO",S - Sale,82.26,"-5,000","520,916",-1%,"-$411,300",0.0,0.0
2022-02-02 18:02:10,2022-01-31,ZI,Zoominfo Technologies Inc.,Brown Kirk Norman,10%,S - Sale,51.0,"-518,797","15,917,859",-3%,"-$26,459,758",0.0,0.0
2022-02-16 18:21:46,2022-02-14,WEX,Wex Inc.,Deshaies Robert Joseph,"Pres, WEX Health",S - Sale,172.31,"-1,160","7,362",-14%,"-$199,880",0.0,0.0
2022-02-14 18:58:30,2022-02-10,RCL,Royal Caribbean Cruises Ltd,Lutoff-Perlo Lisa,"Pres, CEO, Celebrity Cruises",S - Sale,87.93,"-10,435","75,318",-12%,"-$917,565",0.0,0.0
2022-02-02 17:00:52,2022-01-31,ON,On Semiconductor Corp,Keeton Simon,"EVP, GM, PSG",S - Sale,55.07,"-4,055","104,181",-4%,"-$223,309",0.0,0.0
2022-02-04 17:28:05,2022-02-02,ALRM,"Alarm.Com Holdings, Inc.",Valenzuela Steve,CFO,S - Sale,73.11,-887,"33,039",-3%,"-$64,844",0.0,0.0
2022-02-18 18:00:38,2022-02-18,ANSS,Ansys Inc,Emswiler Shane,"SVP, Products",S - Sale,309.58,"-5,989","25,362",-19%,"-$1,854,066",0.0,0.0
2022-02-24 09:27:31,2022-02-23,OFLX,"Omega Flex, Inc.",Albino Mark F,"COO, 10%",S - Sale,137.72,"-40,517","270,097",-13%,"-$5,580,001",0.0,0.0
2022-02-10 18:03:46,2022-02-08,VRSN,Verisign Inc/ca,Bidzos D James,"Exec. COB, CEO",S - Sale,218.28,"-8,000","718,390",-1%,"-$1,746,232",0.0,0.0
2022-02-14 11:42:39,2022-02-11,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1105.45,+20,"374,320",0%,"+$22,109",0.0,0.0
2022-02-09 16:16:51,2022-02-08,MS,Morgan Stanley,Saperstein Andrew M,"Co-Pres, Head of WM",S - Sale,105.7,"-17,162","180,567",-9%,"-$1,813,998",0.0,0.0
2022-02-24 20:07:45,2022-02-24,CWST,Casella Waste Systems Inc,Sayward Shelley E.,"SVP, GC",S - Sale,70.34,-222,"12,299",-2%,"-$15,615",0.0,0.0
2022-02-04 21:36:02,2022-02-03,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2942.82,"-6,968","19,625,325",0%,"-$20,505,552",0.0,0.0
2022-02-24 20:10:17,2022-02-22,RSG,"Republic Services, Inc.","Cascade Investment, L.L.C.",10%,P - Purchase,116.83,"+637,253","109,812,574",+1%,"+$74,450,909",0.0,0.0
2022-02-24 19:38:29,2022-02-22,TXG,"10X Genomics, Inc.",McAnear Justin J.,CFO,S - Sale,78.6,-288,"38,531",-1%,"-$22,637",0.0,0.0
2022-02-18 18:27:00,2022-02-16,ZANDZ,"Zillow Group, Inc.",Rock Jennifer,Chief Accounting Officer,S - Sale,62.9,"-1,259","34,036",-4%,"-$79,193",0.0,0.0
2022-02-09 20:30:00,2022-02-07,POWI,Power Integrations Inc,Balakrishnan Balu,"Pres, CEO",S - Sale,85.11,"-46,616","610,282",-7%,"-$3,967,658",0.0,0.0
2022-02-09 16:40:01,2022-02-07,MA,Mastercard Inc,Mastercard Foundation,10%,S - Sale,378.65,"-465,180","104,936,251",0%,"-$176,139,632",0.0,0.0
2022-02-02 16:37:52,2022-02-01,SIVB,Svb Financial Group,Cox Philip C,Chief Operations Officer,S - Sale,580.5,"-4,798","6,784",-41%,"-$2,785,239",0.0,0.0
2022-02-02 15:07:26,2022-02-01,XLNX,Xilinx Inc,Tong Vincent,EVP,S - Sale,195.93,"-20,000","34,437",-37%,"-$3,918,595",0.0,0.0
2022-02-24 17:19:50,2022-02-22,IOSP,Innospec Inc.,McRobbie Ian Malcolm,"SVP R, T",S - Sale,99.31,-374,"37,600",-1%,"-$37,144",0.0,0.0
2022-02-23 21:55:15,2022-02-22,RS,Reliance Steel & Aluminum Co,Lewis Karla R,Pres,S - Sale,175.68,"-69,040","90,286",-43%,"-$12,129,257",0.0,0.0
2022-02-15 17:53:01,2022-02-15,UMBF,Umb Financial Corp,Pauls John,"EVP, GC",S - Sale,103.68,"-1,500","7,777",-16%,"-$155,520",0.0,0.0
2022-02-03 17:13:24,2022-02-01,EA,Electronic Arts Inc.,Miele Laura,"EVP, COO",S - Sale,130.12,"-3,100","29,449",-10%,"-$403,374",0.0,0.0
2022-02-24 17:45:17,2022-02-23,DXCM,Dexcom Inc,Pacelli Steven Robert,"Managing Dir., Dexcom Ventures",S - Sale,394.33,-250,"34,370",-1%,"-$98,583",0.0,0.0
2022-02-25 07:35:25,2022-02-22,COOP,Mr. Cooper Group Inc.,Bray Jesse K,CEO,S - Sale,50.04,"-10,000","1,568,170",-1%,"-$500,400",0.0,0.0
