transaction_date,trade_date,ticker,company_name,owner_name,Title,transaction_type,last_price,Qty,shares_held,Owned,Value,stock_value,30_days_later
2022-04-26 08:26:56,2022-04-25,ACN,Accenture Plc,Shook Ellyn,"Chief Leadership, HR Officer",S - Sale,310.55,-750,"21,846",-3%,"-$232,914",313.01904296875,275.9590148925781
2022-04-01 17:34:19,2022-03-30,VEEV,Veeva Systems Inc,Chamberlain Paul Edward,Dir,S - Sale,212.92,-100,"16,179",-1%,"-$21,292",214.00999450683597,185.0
2022-04-13 16:26:54,2022-04-11,PLNT,"Planet Fitness, Inc.",Bode William,Chief Operations Officer,S - Sale,81.25,-44,"7,310",-1%,"-$3,575",81.11000061035156,67.7699966430664
2022-04-14 17:17:26,2022-04-13,GXO,"Gxo Logistics, Inc.","Jacobs Private Equity, LLC",10%,S - Sale,57.24,"-5,447,500","6,468,201",-46%,"-$311,814,900",62.209999084472656,54.41999816894531
2022-04-07 07:16:14,2022-04-04,GDDY,Godaddy Inc.,Bhutani Amanpal Singh,CEO,S - Sale,86.51,"-1,987","224,051",-1%,"-$171,904",87.31999969482422,81.73999786376953
2022-04-06 17:07:19,2022-04-04,SQ,"Block, Inc.",Ahuja Amrita,CFO,S - Sale,141.79,"-2,680","121,461",-2%,"-$379,997",145.19000244140625,102.33000183105467
2022-04-07 18:15:17,2022-04-05,CPE,Callon Petroleum Co,Bpp Holdco LLC,10%,S - Sale,63.55,"-18,729","6,800,965",0%,"-$1,190,279",61.18000030517578,55.27999877929688
2022-04-11 19:58:04,2022-04-07,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,64.02,"-40,000","3,107,511",-1%,"-$2,560,964",63.56686401367188,54.63787078857422
2022-04-21 20:49:44,2022-04-19,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2611.38,"-1,956","19,513,614",0%,"-$5,107,853",130.531005859375,112.4010009765625
2022-04-01 16:45:15,2022-03-30,NEM,Newmont Corp /de/,Buese Nancy,"EVP, CFO",S - Sale,79.0,"-10,000","78,374",-11%,"-$790,000",76.62443542480469,70.22309875488281
2022-04-15 16:17:59,2022-04-13,TTWO,Take Two Interactive Software Inc,Slatoff Karl,Pres,S - Sale,138.64,"-152,373","437,067",-26%,"-$21,125,390",138.99000549316406,106.20999908447266
2022-04-06 14:45:25,2022-04-05,MGPI,Mgp Ingredients Inc,Dykstra David E,VP,S - Sale,91.13,"-1,955","35,001",-5%,"-$178,158",92.68614959716795,95.05531311035156
2022-04-04 16:36:42,2022-04-01,SGRY,"Surgery Partners, Inc.",Evans Jason Eric,CEO,S - Sale,54.96,"-11,467","397,872",-3%,"-$630,226",55.41999816894531,51.15999984741211
2022-04-01 17:37:05,2022-03-31,VEEV,Veeva Systems Inc,Sekhri Paul J,Dir,S - Sale,214.02,"-11,000","18,613",-37%,"-$2,354,254",212.4600067138672,181.9499969482422
2022-04-01 16:30:19,2022-03-30,LNTH,"Lantheus Holdings, Inc.",Walker Carol,"SVP, Quality",S - Sale,56.22,"-15,000","64,899",-19%,"-$843,300",55.900001525878906,59.119998931884766
2022-04-08 17:35:10,2022-04-06,CI,Cigna Corp,Neville Everett,"EVP, Strat, Corp Dev, Solution",S - Sale,250.0,-999,"7,200",-12%,"-$249,750",245.6609039306641,248.0918426513672
2022-04-04 14:35:52,2022-03-31,HRL,Hormel Foods Corp /de/,Murano Elsa A,Dir,S - Sale,51.57,"-5,000","105,169",-5%,"-$257,825",50.42266845703125,51.50739288330078
2022-04-19 16:46:10,2022-04-18,FFIV,"F5, Inc.",Pelzer Francis J.,"EVP, CFO",S - Sale,198.17,-500,"16,389",-3%,"-$99,085",197.3300018310547,169.0800018310547
2022-04-04 16:08:53,2022-04-01,PANW,Palo Alto Networks Inc,Zuk Nir,"EVP, CTO",S - Sale,616.26,"-12,000","812,372",-1%,"-$7,395,100",203.70333862304688,187.0933380126953
2022-04-05 16:26:34,2022-04-01,MPWR,Monolithic Power Systems Inc,Xiao Deming,Pres of MPS Asia Operations,S - Sale,467.23,"-4,420","295,502",-1%,"-$2,065,157",460.791748046875,389.8639831542969
2022-04-19 17:49:48,2022-04-18,QLYS,"Qualys, Inc.",Thakar Sumedh S,"CEO, Pres",S - Sale,143.64,"-2,793","178,185",-2%,"-$401,179",142.22000122070312,118.6999969482422
2022-04-06 16:30:15,2022-04-04,LNTH,"Lantheus Holdings, Inc.",Montagut Etienne,Chief Business Officer,S - Sale,57.38,"-12,655","83,975",-13%,"-$726,144",56.709999084472656,65.6500015258789
2022-04-19 18:26:02,2022-04-18,HLT,Hilton Worldwide Holdings Inc.,Schuyler Matthew W,See Remarks,S - Sale,157.32,"-3,000","262,714",-1%,"-$471,967",155.875,134.48037719726562
2022-04-27 16:05:27,2022-04-25,VRTX,Vertex Pharmaceuticals Inc / Ma,Ambrose Kristen,"SVP, Chief Accounting Officer",S - Sale,269.55,-327,"3,496",-9%,"-$88,143",271.67999267578125,268.4800109863281
2022-04-05 16:28:36,2022-04-01,XPEL,"Xpel, Inc.",Crumly Richard K.,Dir,S - Sale,51.83,"-37,000","2,134,199",-2%,"-$1,917,590",52.09000015258789,43.27000045776367
2022-04-21 12:43:33,2022-04-21,QCRH,Qcr Holdings Inc,Ziegler Marie Z.,Dir,P - Purchase,58.11,+112,"48,082",0%,"+$6,508",57.033321380615234,53.23176193237305
2022-04-29 16:12:56,2022-04-29,CBU,"Community Bank System, Inc.",Macpherson Kerrie D.,Dir,P - Purchase,66.37,+180,"1,662",+12%,"+$11,947",62.52655792236328,64.4004135131836
2022-04-05 19:50:20,2022-04-01,PEN,Penumbra Inc,Sarna Surbhi,Dir,S - Sale,221.71,-28,"2,007",-1%,"-$6,208",227.3300018310547,172.55999755859375
2022-04-28 21:33:56,2022-04-26,TSLA,"Tesla, Inc.",Musk Elon,"CEO, 10%",S - Sale,954.51,"-316,161","169,143,779",0%,"-$301,779,090",292.1400146484375,219.6000061035156
2022-04-15 16:30:28,2022-04-13,ZI,Zoominfo Technologies Inc.,Cg Subsidiary Holdings L.L.C.,10%,S - Sale,57.13,"-86,023","41,671,245",0%,"-$4,914,229",57.15999984741211,40.31999969482422
2022-04-19 17:31:59,2022-04-18,CRM,"Salesforce, Inc.",Weaver Amy E,"Pres, CFO",S - Sale,188.16,"-1,556","28,571",-5%,"-$292,783",187.00999450683597,163.72999572753906
2022-04-06 18:20:05,2022-04-05,CALM,Cal-Maine Foods Inc,Hardin Charles Jeff,VP Sales,S - Sale,58.55,"-3,675","26,911",-12%,"-$215,188",54.23608016967773,52.35212326049805
2022-04-05 16:35:24,2022-04-04,TWST,Twist Bioscience Corp,Banyai William,See Remarks,S - Sale,53.61,-318,"262,455",0%,"-$17,048",54.0,31.920000076293945
2022-04-05 16:27:39,2022-04-01,MPWR,Monolithic Power Systems Inc,Tseng Saria,"VP, GC",S - Sale,467.23,"-4,420","271,164",-2%,"-$2,065,157",460.791748046875,389.8639831542969
2022-04-07 18:42:54,2022-04-07,SMTC,Semtech Corp,Wilson John Michael,EVP,S - Sale,62.28,"-9,000","16,385",-35%,"-$560,521",62.4900016784668,61.5099983215332
2022-04-05 12:13:28,2022-04-04,MGPI,Mgp Ingredients Inc,Dykstra David E,VP,S - Sale,88.73,"-2,500","36,956",-6%,"-$221,813",88.35595703125,91.57125091552734
2022-04-28 21:46:49,2022-04-27,TSLA,"Tesla, Inc.",Musk Elon,"CEO, 10%",S - Sale,898.0,"-345,601","168,193,251",0%,"-$310,350,358",293.836669921875,235.91000366210935
2022-04-29 16:40:50,2022-04-29,BECN,Beacon Roofing Supply Inc,"Cd&R Investment Associates Ix, Ltd.",10%,P - Purchase,58.7,"+102,219","14,755,648",+1%,"+$5,999,949",59.630001068115234,61.209999084472656
2022-04-21 20:58:42,2022-02-04,MED,Medifast Inc,Brown Jeffrey J,Dir,P - Purchase,186.4,+266,"35,223",+1%,"+$49,639",179.6270751953125,177.80349731445312
2022-04-01 18:37:06,2022-03-30,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Dir,S - Sale,50.21,"-37,391","4,121,697",-1%,"-$1,877,309",49.86000061035156,45.90999984741211
2022-04-01 16:10:02,2022-03-30,HZNP,Horizon Therapeutics Public Ltd Co,Walbert Timothy P,"COB, Pres, CEO",S - Sale,105.26,"-50,000","734,511",-6%,"-$5,262,787",105.80999755859376,102.22000122070312
2022-04-27 17:39:02,2022-04-25,CNXC,Concentrix Corp,Hayley Kathryn,Dir,P - Purchase,156.33,+640,"3,108",+26%,"+$100,000",157.64999389648438,140.52000427246094
2022-04-19 16:12:02,2022-04-18,FSLR,"First Solar, Inc.",Kennedy R Craig,Dir,S - Sale,77.85,-600,"21,597",-3%,"-$46,710",78.66000366210938,65.4000015258789
2022-04-05 19:23:04,2022-04-01,VMW,"Vmware, Inc.",Brulard Jean Pierre,"EVP, Worldwide Sales",S - Sale,114.04,"-7,656","79,485",-9%,"-$873,090",114.20999908447266,108.04000091552734
2022-04-22 20:31:39,2022-04-20,SGEN,Seagen Inc.,Liu Jean I,GC,S - Sale,144.32,-401,"75,946",-1%,"-$57,872",143.88999938964844,142.6300048828125
2022-04-04 17:14:37,2022-03-31,NVAX,Novavax Inc,Young James F,Dir,S - Sale,73.58,"-12,500","64,090",-16%,"-$919,765",73.6500015258789,45.06999969482422
2022-04-20 16:23:08,2022-04-18,BJ,"Bj'S Wholesale Club Holdings, Inc.",Eddy Robert W.,"Pres, CEO",S - Sale,66.85,"-45,000","229,754",-16%,"-$3,008,383",66.73999786376953,63.810001373291016
2022-04-01 17:27:06,2022-03-31,LNG,"Cheniere Energy, Inc.",Shear Neal A,Dir,S - Sale,140.16,"-10,318","26,158",-28%,"-$1,446,177",138.64999389648438,135.80999755859375
2022-04-19 16:13:40,2022-04-19,EGLE,Eagle Bulk Shipping Inc.,Vogel Gary,CEO,S - Sale,67.66,"-29,441","167,686",-15%,"-$1,991,834",69.56999969482422,65.12000274658203
2022-04-05 21:30:15,2022-04-01,AN,"Autonation, Inc.",Lampert Edward S,10%,S - Sale,98.97,"-119,007","9,474,550",-1%,"-$11,778,700",98.83999633789062,115.91000366210938
2022-04-22 20:27:06,2022-04-20,SGEN,Seagen Inc.,Dansey Roger D,Chief Medical Officer,S - Sale,144.24,"-1,439","76,975",-2%,"-$207,565",143.88999938964844,142.6300048828125
2022-04-05 17:34:02,2022-04-01,ZI,Zoominfo Technologies Inc.,Carlyle Group Inc.,10%,S - Sale,60.19,"-305,541","41,939,896",-1%,"-$18,390,683",60.040000915527344,47.400001525878906
2022-04-29 08:28:48,2022-04-28,UFPI,Ufp Industries Inc,Peters Allen T,"Pres, COO, UFP Retail, LLC",S - Sale,79.03,"-5,605","169,982",-3%,"-$442,963",79.0999984741211,78.9000015258789
2022-04-06 17:05:20,2022-04-05,ZI,Zoominfo Technologies Inc.,Keren Nir,"Pres, Israel, CTO",S - Sale,60.15,"-15,000","1,053,553",-1%,"-$902,298",58.0,54.11000061035156
2022-04-19 16:45:26,2022-04-18,NTAP,"Netapp, Inc.",Kurian George,CEO,S - Sale,75.5,"-4,250","130,576",-3%,"-$320,875",76.1500015258789,73.9000015258789
2022-04-08 16:08:16,2022-04-07,FSLR,"First Solar, Inc.",Verma Kuntal Kumar,Chief Mfg. Engineering Officer,S - Sale,78.26,"-2,490",0,-100%,"-$194,867",78.54000091552734,72.13999938964844
2022-04-05 16:17:59,2022-04-01,SSTK,"Shutterstock, Inc.",Oringer Jonathan,"Exec COB, 10%",S - Sale,92.78,"-49,986","11,965,033",0%,"-$4,637,595",93.41000366210938,75.72000122070312
2022-04-11 20:01:56,2022-04-08,TGT,Target Corp,Liu Don H,Exec Officer,S - Sale,223.38,"-27,174","60,259",-31%,"-$6,070,106",233.33999633789065,225.2100067138672
2022-04-05 18:32:02,2022-04-01,PDCE,"Pdc Energy, Inc.",Brookman Barton R Jr,"Pres, CEO",S - Sale,74.9,"-2,000","404,201",0%,"-$149,796",75.66000366210938,69.73999786376953
2022-04-15 16:09:55,2022-04-13,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,83.4,"+18,817","5,439,199",0%,"+$1,569,379",83.52999877929688,82.0999984741211
2022-04-01 16:41:41,2022-03-30,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,84.8,"+29,015","5,195,176",+1%,"+$2,460,572",84.66000366210938,84.9800033569336
2022-04-19 17:43:10,2022-04-18,CRM,"Salesforce, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale,188.16,"-1,712","1,972,123",0%,"-$322,137",187.00999450683597,163.72999572753906
2022-04-04 16:03:15,2022-04-01,REGN,"Regeneron Pharmaceuticals, Inc.",Ryan Arthur F,Dir,S - Sale,692.81,-100,"22,282",0%,"-$69,281",694.8300170898438,659.1099853515625
2022-04-07 17:34:14,2022-04-05,ZI,Zoominfo Technologies Inc.,Brown Kirk Norman,10%,S - Sale,60.08,"-97,559","15,054,861",-1%,"-$5,861,411",58.0,54.11000061035156
2022-04-05 13:30:38,2022-04-01,CTAS,Cintas Corp,Thompson Michael Lawrence,"EVP, CAO",S - Sale,423.24,"-12,500","55,100",-18%,"-$5,290,531",423.8800048828125,397.260009765625
2022-04-01 08:35:39,2022-03-31,LCII,Lci Industries,Lippert Jason,"Pres,amp; CEO",P - Purchase,108.0,"+9,265","298,992",+3%,"+$1,000,620",103.80999755859376,97.31999969482422
2022-04-27 11:58:31,2022-04-25,TCBI,Texas Capital Bancshares Inc/tx,Stallings Robert W,Dir,P - Purchase,52.65,"+8,000","110,462",+8%,"+$421,200",53.06999969482422,51.31999969482422
2022-04-15 15:16:43,2022-04-13,MRNA,"Moderna, Inc.",Bancel Stephane,CEO,S - Sale,169.38,"-19,000","21,437,659",0%,"-$3,218,247",169.66000366210938,130.1699981689453
2022-04-14 18:04:39,2022-04-13,DOMO,"Domo, Inc.",Durling Joy Driscoll,Dir,S - Sale,51.68,"-1,940","19,609",-9%,"-$100,252",51.38999938964844,31.71999931335449
2022-04-05 19:14:54,2022-04-01,UPST,"Upstart Holdings, Inc.",Girouard Dave,"CEO, 10%",S - Sale,108.43,"-91,665","10,272,140",-1%,"-$9,939,587",109.02999877929688,75.0199966430664
2022-04-13 11:42:32,2022-04-12,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1406.57,+18,"366,501",0%,"+$25,318",1406.5699462890625,1275.6700439453125
2022-04-05 13:47:14,2022-04-01,LIVN,Livanova Plc,Moore Daniel Jeffrey,Dir,S - Sale,83.42,"-1,000","24,630",-4%,"-$83,416",84.70999908447266,76.66000366210938
2022-04-27 16:30:15,2022-04-25,OMC,Omnicom Group Inc.,Rice Linda Johnson,Dir,S - Sale,77.88,"-1,900","9,784",-16%,"-$147,972",79.0999984741211,69.47000122070312
2022-04-11 17:39:56,2022-04-07,CRVL,Corvel Corp,Clemons V Gordon,COB,S - Sale,172.5,"-2,001","1,366,585",0%,"-$345,174",174.83999633789062,151.94000244140625
2022-04-19 15:36:06,2022-04-18,WRK,Westrock Co,Stigers Thomas,"Pres, Mill Operations",S - Sale,50.1,"-15,000","88,034",-15%,"-$751,500",50.290000915527344,48.130001068115234
2022-04-05 16:33:53,2022-04-04,RMD,Resmed Inc,Pendarvis David,Chief Administrative Officer,S - Sale,246.6,"-1,544","111,403",-1%,"-$380,750",245.7100067138672,196.4199981689453
2022-04-18 12:52:47,2022-04-14,FAST,Fastenal Co,Ancius Michael J,Dir,P - Purchase,56.41,+650,"32,416",+2%,"+$36,664",56.0099983215332,52.68999862670898
2022-04-20 10:53:32,2022-04-19,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1478.5,+18,"366,573",0%,"+$26,613",1478.5,1354.239990234375
2022-04-01 17:39:33,2022-03-31,TWLO,Twilio Inc,Shipchandler Khozema,COO,S - Sale,167.95,"-1,604","101,763",-2%,"-$269,383",164.80999755859375,111.81999969482422
2022-04-04 16:54:16,2022-04-01,BWXT,"Bwx Technologies, Inc.",Loving Richard W,"SVP, CAO",S - Sale,53.85,-300,"23,501",-1%,"-$16,155",54.18000030517578,51.91999816894531
2022-04-29 09:15:51,2022-04-28,TSLA,"Tesla, Inc.",Musk Elon,"CEO, 10%",S - Sale,887.91,"-1,041,799","162,963,251",-1%,"-$925,020,194",292.5033264160156,253.2100067138672
2022-04-14 16:31:38,2022-04-14,VRNT,Verint Systems Inc,Robinson Douglas,CFO,S - Sale,53.04,"-3,664","213,863",-2%,"-$194,339",53.02999877929688,51.119998931884766
2022-04-06 20:25:15,2022-03-31,ED,Consolidated Edison Inc,Hoglund Robert N,"SVP, CFO",P - Purchase,94.68,+129,"43,495",0%,"+$12,234",94.68000030517578,92.73999786376952
2022-04-20 21:36:20,2022-04-18,CHK,Chesapeake Energy Corp,Blackstone Holdings III L.P.,10%,S - Sale,96.25,"-186,085","4,156,830",-4%,"-$17,911,350",94.91999816894533,90.4800033569336
2022-04-05 16:30:21,2022-04-01,ABNB,"Airbnb, Inc.",Balogh Aristotle N,CTO,S - Sale,173.23,"-5,500","284,968",-2%,"-$952,770",173.07000732421875,153.2100067138672
2022-04-28 21:41:44,2022-04-26,TSLA,"Tesla, Inc.",Musk Elon,"CEO, 10%",S - Sale,919.24,"-604,927","168,538,852",0%,"-$556,074,542",292.1400146484375,219.6000061035156
2022-04-19 16:16:49,2022-04-18,BKNG,Booking Holdings Inc.,Fogel Glenn D,"CEO, Pres",S - Sale,2199.81,-750,"49,265",-1%,"-$1,649,856",2199.31005859375,2146.590087890625
2022-04-19 16:19:40,2022-04-18,HAE,Haemonetics Corp,Lingamneni Anila,"EVP, CTO",S - Sale,56.55,-189,"14,013",-1%,"-$10,688",56.77000045776367,59.880001068115234
2022-04-04 15:17:14,2022-03-31,SPG,Simon Property Group Inc /de/,Hubbard Allan B,Dir,P - Purchase,134.1,+268,"25,706",+1%,"+$35,940",131.55999755859375,118.0
2022-04-28 16:02:22,2022-04-26,AN,"Autonation, Inc.",Cade Christopher,"SVP, CAO",S - Sale,114.69,"-8,627",0,-100%,"-$989,396",116.1500015258789,114.83999633789062
2022-04-04 15:23:38,2022-03-31,SPG,Simon Property Group Inc /de/,Roe Peggy Fang,Dir,P - Purchase,134.1,+5,467,+1%,+$671,131.55999755859375,118.0
2022-04-11 19:25:44,2022-04-07,HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack,Dir,S - Sale,50.17,"-11,165","4,093,195",0%,"-$560,097",49.88999938964844,35.220001220703125
2022-04-11 16:15:18,2022-04-07,SSTK,"Shutterstock, Inc.",Oringer Jonathan,"Exec COB, 10%",S - Sale,85.51,"-36,748","11,901,302",0%,"-$3,142,413",85.7300033569336,66.20999908447266
2022-04-05 18:30:03,2022-04-04,POWI,Power Integrations Inc,Nayyar Sandeep,CFO,S - Sale,91.26,"-1,875","80,140",-2%,"-$171,116",91.0199966430664,83.61000061035156
2022-04-08 16:07:51,2022-04-06,HZNP,Horizon Therapeutics Public Ltd Co,Sherman Jeffrey W,"EVP, Chief Medical Officer",S - Sale,110.02,"-42,009","236,111",-15%,"-$4,621,872",108.9499969482422,92.38999938964844
2022-04-04 16:56:48,2022-04-04,GOOG,Alphabet Inc.,Raghavan Prabhakar,SVP,S - Sale,2816.49,"-1,276","36,587",-3%,"-$3,593,841",143.6425018310547,118.12950134277344
2022-04-04 14:32:46,2022-04-01,MGPI,Mgp Ingredients Inc,Mingus Lori L.S.,Dir,S - Sale,87.32,"-1,202","540,145",0%,"-$104,962",89.5,91.33000183105467
2022-04-12 16:30:18,2022-04-08,COUP,Coupa Software Inc,Baratta Maurizio,Chief Accounting Officer,S - Sale,104.73,-385,"3,077",-11%,"-$40,321",104.04000091552734,76.0199966430664
2022-04-21 11:55:49,2022-04-20,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1506.29,+20,"366,593",0%,"+$30,126",1506.2900390625,1356.47998046875
2022-04-22 20:34:28,2022-04-20,SGEN,Seagen Inc.,Siegall Clay B,"Pres, CEO",S - Sale,144.32,"-1,885","666,060",0%,"-$272,041",143.88999938964844,142.6300048828125
2022-04-18 20:43:24,2022-04-14,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2560.86,"-12,689","19,542,591",0%,"-$32,494,785",127.25299835205078,116.5155029296875
2022-04-19 16:00:46,2022-04-18,XYL,Xylem Inc.,Sabol Colin R,SVP,S - Sale,83.05,"-4,233","27,373",-13%,"-$351,538",82.6500015258789,84.04000091552734
2022-04-19 17:37:12,2022-04-18,TGT,Target Corp,Liu Don H,Exec Officer,S - Sale,240.0,"-8,500","51,759",-14%,"-$2,040,000",239.38999938964844,215.27999877929688
2022-04-20 21:34:36,2022-04-18,CHK,Chesapeake Energy Corp,Bx Vine (Pub) Aggregator L.P.,10%,S - Sale,96.25,"-186,085","4,156,830",-4%,"-$17,911,350",94.91999816894533,90.4800033569336
2022-04-04 15:15:11,2022-03-31,SPG,Simon Property Group Inc /de/,Horn Karen N,Dir,P - Purchase,134.1,+367,"30,301",+1%,"+$49,216",131.55999755859375,118.0
2022-04-05 17:48:42,2022-04-04,VRNT,Verint Systems Inc,Moriah Elan,Pres,S - Sale,51.58,"-8,920","90,894",-9%,"-$460,094",51.52000045776367,54.040000915527344
2022-04-14 19:03:37,2022-04-12,FB,"Meta Platforms, Inc.",Newstead Jennifer,GC,S - Sale,220.04,-476,"13,926",-3%,"-$104,739",214.13999938964844,188.7400054931641
2022-04-26 18:10:38,2022-04-26,ADBE,Adobe Inc.,Warnock John E,Dir,S - Sale,404.3,"-5,000","424,662",-1%,"-$2,021,514",399.1199951171875,402.5
2022-04-15 17:49:32,2022-04-13,NUVA,Nuvasive Inc,Barry James Christopher,CEO,S - Sale,58.0,"-5,000","50,218",-9%,"-$290,000",58.08000183105469,50.40999984741211
2022-04-07 13:04:56,2022-04-05,MRVL,"Marvell Technology, Inc.",Tamer Ford,Dir,S - Sale,71.61,"-48,051","774,276",-6%,"-$3,440,932",68.30999755859375,62.90999984741211
2022-04-28 21:13:46,2022-04-26,TSLA,"Tesla, Inc.",Musk Elon,"CEO, 10%",S - Sale,889.08,"-2,258,486","170,349,765",-1%,"-$2,007,978,676",292.1400146484375,219.6000061035156
2022-04-25 18:36:38,2022-04-21,CRVL,Corvel Corp,Clemons V Gordon,COB,S - Sale,177.87,"-1,667","1,355,920",0%,"-$296,501",175.25999450683594,150.2899932861328
2022-04-05 18:29:11,2022-04-04,POWI,Power Integrations Inc,Bailey Doug,VP Marketing,S - Sale,91.21,"-1,503","110,659",-1%,"-$137,089",91.0199966430664,83.61000061035156
2022-04-14 16:01:03,2022-04-13,ESTA,Establishment Labs Holdings Inc.,"Jw Asset Management, LLC",10%,P - Purchase,70.01,"+35,000","3,177,485",+1%,"+$2,450,350",69.94999694824219,52.369998931884766
2022-04-27 17:38:02,2022-04-25,CCI,Crown Castle International Corp,Levendos Christopher,"EVP, COO - Fiber",S - Sale,192.79,"-11,000","11,773",-48%,"-$2,120,734",192.8699951171875,191.6100006103516
2022-04-27 17:05:39,2022-04-27,RTX,Raytheon Technologies Corp,Winnefeld James A Jr,Dir,P - Purchase,99.0,+200,"7,700",+3%,"+$19,800",98.83999633789062,95.0
2022-04-05 16:46:41,2022-04-01,MDB,"Mongodb, Inc.",Merriman Dwight A,Dir,S - Sale,452.83,"-3,000","550,896",-1%,"-$1,358,497",454.4500122070313,354.92999267578125
2022-04-06 17:32:08,2022-04-04,CRVL,Corvel Corp,Clemons V Gordon,COB,S - Sale,169.89,"-2,001","1,368,586",0%,"-$339,951",169.27000427246094,156.0800018310547
2022-04-06 17:10:07,2022-04-04,SQ,"Block, Inc.",Grassadonia Brian,Cash App Lead,S - Sale,143.48,"-10,678","128,744",-8%,"-$1,532,096",145.19000244140625,102.33000183105467
2022-04-04 20:22:01,2022-03-31,BEAM,Beam Therapeutics Inc.,Burrell Terry-Ann,CFO,S - Sale,59.11,"-1,787","38,278",-4%,"-$105,630",57.29999923706055,37.52999877929688
2022-04-01 17:00:33,2022-03-31,ADUS,Addus Homecare Corp,Stevenson Roberton James,"EVP, CHRO",S - Sale,90.77,-72,"6,038",-1%,"-$6,535",93.29000091552734,84.27999877929688
2022-04-26 16:38:49,2022-04-22,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,83.32,"+23,185","5,563,432",0%,"+$1,931,869",83.76000213623047,83.97000122070312
2022-04-22 18:14:10,2022-04-20,TGT,Target Corp,Kremer Melissa K,Exec Officer,S - Sale,250.0,"-8,602","9,909",-46%,"-$2,150,500",249.32000732421875,153.42999267578125
2022-04-20 17:25:58,2022-04-18,WDAY,"Workday, Inc.",Sauer Richard Harry,"GC, Secty",S - Sale,220.35,"-7,426","62,219",-11%,"-$1,636,334",219.5,173.33999633789062
2022-04-20 16:32:58,2022-04-18,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,64.61,"-40,000","2,987,511",-1%,"-$2,584,203",63.93999862670898,55.97999954223633
2022-04-05 16:47:03,2022-04-01,NEM,Newmont Corp /de/,Palmer Thomas Ronald,"Pres, CEO",S - Sale,78.79,"-11,000","298,949",-4%,"-$866,690",82.77999877929688,72.8499984741211
2022-04-18 16:40:27,2022-04-14,SXT,Sensient Technologies Corp,Winder Investment Pte Ltd,10%,P - Purchase,82.74,"+23,600","5,462,799",0%,"+$1,952,650",82.44000244140625,83.72000122070312
2022-04-20 18:00:27,2022-04-18,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale,2553.5,"-13,789","19,527,602",0%,"-$35,210,245",127.96099853515624,116.70149993896484
2022-04-06 20:28:18,2022-03-31,ED,Consolidated Edison Inc,Miller Joseph,"VP, Controller",P - Purchase,94.68,+10,"1,144",+1%,+$994,94.68000030517578,92.73999786376952
2022-04-22 11:22:48,2022-04-20,DUOL,"Duolingo, Inc.",Durable Capital Partners LP,10%,P - Purchase,88.93,"+17,400","3,224,945",+1%,"+$1,547,382",89.37000274658203,79.91999816894531
2022-04-05 16:45:36,2022-04-05,MAA,Mid America Apartment Communities Inc.,Carpenter Melanie,"EVP, CHRO",S - Sale,209.36,-420,"20,180",-2%,"-$87,931",211.27999877929688,190.3000030517578
2022-04-15 17:12:55,2022-04-14,IRM,Iron Mountain Inc,Tomovcsik John,"EVP, COO",S - Sale,56.11,"-6,218","56,000",-10%,"-$348,892",55.41999816894531,52.33000183105469
2022-04-12 16:20:50,2022-04-11,K,Kellogg Co,Kellogg W K Foundation Trust,10%,S - Sale,67.91,"-146,153","58,047,215",0%,"-$9,925,557",67.86000061035156,72.93000030517578
2022-04-08 16:31:15,2022-04-07,PGR,Progressive Corp/oh/,Kelly Jeffrey D,Dir,S - Sale,120.0,"-10,000","48,720",-17%,"-$1,200,000",119.52999877929688,109.45999908447266
2022-04-05 13:14:28,2022-04-04,FFIV,"F5, Inc.",Locoh-Donou Francois,"Pres, CEO, Dir",S - Sale,210.3,"-1,042","93,435",-1%,"-$219,133",212.0,173.22000122070312
2022-04-06 20:32:52,2022-03-31,ED,Consolidated Edison Inc,Resheske Frances,"SVP, Corporate Affairs",P - Purchase,94.68,+1,"57,583",0%,+$110,94.68000030517578,92.73999786376952
2022-04-18 16:43:21,2022-04-18,CHCO,City Holding Co,Hylton Tracy W II,Dir,P - Purchase,76.61,+164,"66,536",0%,"+$12,564",76.05000305175781,80.02999877929688
2022-04-27 18:23:32,2022-04-25,SMAR,Smartsheet Inc,Barker Geoffrey T,Dir,S - Sale,50.44,"-2,250","349,006",-1%,"-$113,479",50.810001373291016,33.470001220703125
